aptNm,buildYear,contractTerm,contractType,dealYear,dealMonth,dealDay,deposit,monthlyRent,preDeposit,preMonthlyRent,excluUseAr,floor,jibun,sggCd,umdNm,useRRRight
힐스테이트푸르지오수원,2023, , ,2025,1,16,"25,059",0, , ,39.74,4,292,41115,매교동, 
힐스테이트푸르지오수원,2023, , ,2025,1,5,"40,000",0, , ,59.95,14,292,41115,매교동, 
화서역블루밍푸른숲,2009, , ,2025,1,23,"32,000",0, , ,84.114,15,250-4,41115,화서동, 
성원쌍떼빌,2001, , ,2025,1,5,"2,500",85, , ,59.27,10,11-11,41115,화서동, 
꽃뫼마을풍림,1999, , ,2025,1,16,"21,000",0, , ,59.96,3,674-1,41115,화서동, 
화서한신더휴,2014, , ,2025,1,10,"29,925",0, , ,69.51,5,769,41115,화서동, 
꽃뫼마을신동아,1999, , ,2025,1,14,"22,000",0, , ,59.76,17,684-2,41115,화서동, 
꽃뫼버들마을진흥,2002, , ,2025,1,18,"30,000",0, , ,59.96,4,706,41115,화서동, 
벽적골롯데,2002, , ,2025,1,31,"19,400",4, , ,38.16,10,971-1,41117,영통동, 
엘지동수원자이,2003, , ,2025,1,23,"30,000",0, , ,79.0967,2,698,41117,망포동, 
힐스테이트광교,2018, , ,2025,1,31,"30,000",200, , ,97.591,5,1021,41117,하동, 
동남,1989, , ,2025,1,23,"13,000",30, , ,49.68,14,810-2,41117,매탄동, 
주공그린빌1,2002, , ,2025,1,17,"30,450",0, , ,84.51,2,1258,41117,매탄동, 
호수마을광교상록아파트,2012, , ,2025,1,8,"25,817",35, , ,84.878,8,992,41117,하동, 
벽적골두산,1997, , ,2025,1,10,"5,000",90, , ,59.84,18,973-3,41117,영통동, 
신나무실신안,1997, , ,2025,1,13,"21,000",0, , ,59.965,13,963-2,41117,영통동, 
호수마을광교상록아파트,2012, , ,2025,1,7,"6,101",81, , ,59.934,8,992,41117,하동, 
벽적골롯데,2002, , ,2025,1,7,"22,575",0, , ,49.71,20,971-1,41117,영통동, 
가천대역두산위브,2018, , ,2025,1,13,"39,000",0, , ,59.9729,3,7346,41131,태평동, 
위례센트럴푸르지오,2016, , ,2025,1,24,"53,000",0, , ,94.9942,13,519,41131,창곡동, 
위례센트럴푸르지오,2016, , ,2025,1,24,"53,000",0, , ,94.9942,13,519,41131,창곡동, 
위례센트럴자이,2017, , ,2025,1,10,"50,000",0, , ,74.99,6,504,41131,창곡동, 
위례호반베르디움,2016, , ,2025,1,10,"55,000",10, , ,98.7,16,515,41131,창곡동, 
두산,1993, , ,2025,1,25,"39,000",0, , ,84.47,13,2024,41131,신흥동, 
위례 래미안이편한세상,2016, , ,2025,1,31,"3,000",230, , ,75.99,10,567,41131,창곡동, 
위례호반베르디움,2016, , ,2025,1,18,"57,750",0, , ,98.7,12,515,41131,창곡동, 
위례 래미안이편한세상,2016, , ,2025,1,25,"58,800",0, , ,75.99,5,567,41131,창곡동, 
청구,1994, , ,2025,1,22,"35,700",0, , ,84.94,6,2464-1,41131,신흥동, 
래미안금광,2006, , ,2025,1,31,"10,500",116, , ,83.17,11,2500,41133,금광동, 
래미안금광,2006, , ,2025,1,31,"10,500",116, , ,83.17,11,2500,41133,금광동, 
신흥역하늘채랜더스원1단지,2022, , ,2025,1,25,"52,500",0, , ,84.99,21,3001,41133,중앙동, 
e편한세상금빛그랑메종2단지,2023, , ,2025,1,22,"40,000",0, , ,59.9,11,1003,41133,금광동, 
중앙동힐스테이트1차,2012, , ,2025,1,31,"60,000",0, , ,120.6,2,578,41133,중앙동, 
e편한세상금빛그랑메종1단지,2023, , ,2025,1,9,"10,000",170, , ,74.62,10,1001,41133,금광동, 
센트럴타운(3단지),2012, , ,2025,1,18,"55,650",0, , ,84.92,10,600,41133,여수동, 
한양수자인성남마크뷰,2021, , ,2025,1,17,"42,000",0, , ,59.8423,19,2600,41133,금광동, 
선경2차,1994, , ,2025,1,18,"27,500",0, , ,49.98,4,279-1,41133,상대원동, 
은행주공,1987, , ,2025,1,17,"10,000",0, , ,66.56,9,550,41133,은행동, 
탑마을(대우),1992, , ,2025,1,10,"69,500",0, , ,134.31,4,535,41135,야탑동, 
한솔마을(6단지)(주공),1995, , ,2025,1,11,"3,000",110, , ,39.87,11,117,41135,정자동, 
한솔마을(6단지)(주공),1995, , ,2025,1,21,"34,000",0, , ,58.71,1,117,41135,정자동, 
샛별마을(라이프),1992, , ,2025,1,18,"30,000",0, , ,58.17,1,34,41135,분당동, 
시범삼성,1991, , ,2025,1,4,"85,000",0, , ,133.295,9,87,41135,서현동, 
봇들마을9단지(금호어울림),2009, , ,2025,1,18,"117,000",0, , ,115.01,9,744,41135,삼평동, 
SK-VIEW,2003, , ,2025,1,24,"47,700",0, , ,122.731,18,188,41135,야탑동, 
장안타운(건영),1993, , ,2025,1,16,"54,000",0, , ,85,3,66,41135,분당동, 
봇들마을1단지(판교신미주),2009, , ,2025,1,11,"69,300",0, , ,82.794,4,705,41135,삼평동, 
샛별마을(라이프),1992, , ,2025,1,18,"30,000",0, , ,58.17,1,34,41135,분당동, 
e편한세상신곡파크비스타,2019, , ,2025,1,10,"32,000",0, , ,72.9453,25,816,41150,신곡동, 
탑석센트럴자이,2021, , ,2025,1,9,"30,100",0, , ,84.9192,32,567,41150,용현동, 
청구,1994, , ,2025,1,19,"17,000",0, , ,82.588,3,146-15,41150,녹양동, 
신도,1994, , ,2025,1,11,"15,500",0, , ,59.94,5,568-1,41150,가능동, 
의정부롯데캐슬골드파크1단지,2018, , ,2025,1,21,"35,000",0, , ,84.96,1,721,41150,의정부동, 
삼성래미안진흥,2002, , ,2025,1,25,"31,000",0, , ,101.99,16,767-1,41150,신곡동, 
탑석센트럴자이,2021, , ,2025,1,25,"29,000",0, , ,59.9788,13,567,41150,용현동, 
청구,1994, , ,2025,1,19,"17,000",0, , ,82.588,3,146-15,41150,녹양동, 
신곡주공4,2001, , ,2025,1,15,"14,500",0, , ,49.79,3,754,41150,신곡동, 
뉴익호원가든3,1999, , ,2025,1,13,"25,000",0, , ,59.97,22,376-7,41150,호원동, 
래미안안양메가트리아,2016, , ,2025,1,24,"49,000",0, , ,84.82,20,1393,41171,안양동, 
현진에버빌,2007, , ,2025,1,25,"40,000",0, , ,59.99,7,413-2,41171,석수동, 
래미안안양메가트리아,2016, , ,2025,1,22,"20,000",120, , ,84.82,18,1393,41171,안양동, 
래미안안양메가트리아,2016, , ,2025,1,18,"45,000",0, , ,84.7,4,1393,41171,안양동, 
래미안안양메가트리아,2016, , ,2025,1,25,"49,000",0, , ,84.7,7,1393,41171,안양동, 
석수e-편한세상,2002, , ,2025,1,14,"36,000",0, , ,84.87,15,182-2,41171,석수동, 
래미안안양메가트리아,2016, , ,2025,1,14,"39,900",0, , ,59.75,15,1393,41171,안양동, 
안양씨엘포레자이,2021, , ,2025,1,15,"41,000",0, , ,84.9854,23,1416,41171,안양동, 
두산위브아파트,2010, , ,2025,1,15,"36,700",0, , ,59.987,14,417-3,41171,석수동, 
대림한숲타운,2001, , ,2025,1,8,"28,000",0, , ,84.988,26,616-9,41171,박달동, 
초원LG,1993, , ,2025,1,22,"42,000",0, , ,84.9,13,897-7,41173,평촌동, 
호계2차현대홈타운,2003, , ,2025,1,11,"48,000",0, , ,142.687,24,811,41173,호계동, 
임광한마음1차,1999, , ,2025,1,20,"30,000",0, , ,59.97,13,895,41173,호계동, 
평촌어바인퍼스트더샵,2024, , ,2025,1,20,"43,000",0, , ,59.9191,15,1298,41173,호계동, 
평촌어바인퍼스트,2021, , ,2025,1,22,"5,000",127, , ,59.87,23,1296,41173,호계동, 
무궁화건영캐스빌,1992, , ,2025,1,28,"43,000",0, , ,84.84,15,1055-1,41173,호계동, 
초원LG,1993, , ,2025,1,17,"25,000",55, , ,59.79,15,897-7,41173,평촌동, 
평촌어바인퍼스트,2021, , ,2025,1,11,"39,900",0, , ,59.87,9,1296,41173,호계동, 
샛별한양6(고층1109-6),1992, , ,2025,1,12,"15,000",0, , ,28.215,5,1109-6,41173,비산동, 
동편마을(3단지),2012, , ,2025,1,8,"50,500",0, , ,84.95,14,1651,41173,관양동, 
철산한신,1992, , ,2025,1,24,"40,000",0, , ,89.455,7,367,41210,철산동, 
롯데낙천대,2005, , ,2025,1,21,"20,000",100, , ,84.38,9,627,41210,철산동, 
주공7,1990, , ,2025,1,13,"25,000",0, , ,59.39,5,295,41210,하안동, 
광명푸르지오,2007, , ,2025,1,9,"37,800",0, , ,59.9896,11,631,41210,철산동, 
도덕파크타운2단지,2001, , ,2025,1,15,"35,000",0, , ,49.98,20,625,41210,철산동, 
주공6,1990, , ,2025,1,10,"1,000",70, , ,36.16,15,296,41210,하안동, 
주공8(고층),1990, , ,2025,1,22,"3,000",100, , ,59.39,2,260,41210,하안동, 
광명역센트럴자이,2018, , ,2025,1,25,"39,200",0, , ,59.9968,7,517,41210,일직동, 
광명역써밋플레이스,2018, , ,2025,1,27,"55,000",0, , ,59.6827,18,513,41210,일직동, 
주공10,1990, , ,2025,1,20,"20,000",0, , ,45.77,6,30,41210,하안동, 
호반써밋고덕신도시,2021, , ,2025,1,5,"32,000",0, , ,84.9092,18,2619-1,41220,고덕동, 
제일하이빌1차,2005, , ,2025,1,16,"19,000",0, , ,59.8748,17,631,41220,장당동, 
이충동부영3단지,1996, , ,2025,1,15,"1,000",65, , ,59.94,9,594-2,41220,이충동, 
비전경남아너스빌,2009, , ,2025,1,8,"24,000",0, , ,84.986,16,931,41220,비전동, 
고덕국제신도시제일풍경채,2019, , ,2025,1,4,"30,000",0, , ,84.86,7,1899-2,41220,고덕동, 
태평,1994, , ,2025,1,8,"12,000",0, , ,59.91,14,75,41220,고덕면 궁리, 
평택역SKVIEW,2021, , ,2025,1,9,"17,787",23, , ,84.8863,12,733,41220,통복동, 
평택지제역동문굿모닝힐맘시티2단지,2019, , ,2025,1,7,"21,000",0, , ,74.766,16,559,41220,칠원동, 
우림필유,2006, , ,2025,1,4,"17,000",0, , ,84.98,7,601,41220,칠괴동, 
송화지구우미이노스빌,2005, , ,2025,1,23,"17,000",0, , ,80.9879,8,788-1,41220,팽성읍 송화리, 
송내주공4단지,2003, , ,2025,1,7,"13,000",0, , ,59.92,11,665-3,41250,송내동, 
에이스아파트(5차),2002, , ,2025,1,25,"7,000",0, , ,53.88,5,356,41250,생연동, 
동원베네스트,2009, , ,2025,1,18,"20,000",0, , ,84.886,5,354,41250,지행동, 
아이파크,2005,25.03~27.03,신규,2025,1,25,"2,000",80, , ,101.6795,16,664-4,41250,송내동, 
신창비바패밀리(1단지),2009,25.03~27.03,신규,2025,1,22,"1,000",70, , ,84.874,14,524,41250,동두천동, 
건영아파트,1995,25.03~27.03,신규,2025,1,18,"1,000",50, , ,84.96,15,787-2,41250,생연동, 
동양엔파트,2011,25.03~27.03,신규,2025,1,23,"15,000",0, , ,84.9414,2,172,41250,지행동, 
부영아파트(5단지),2004,25.03~27.03,신규,2025,1,9,"12,000",0, , ,59.8404,12,715-1,41250,생연동, 
부영아파트(1단지),2004,25.03~27.03,신규,2025,1,11,"2,000",65, , ,59.8404,3,714-2,41250,생연동, 
월드메르디앙,2009,25.02~27.02,신규,2025,1,20,"13,000",0, , ,84.4174,3,231,41250,생연동, 
그랑시티자이2차,2020, , ,2025,1,31,"45,000",0, , ,95.1321,5,1639,41271,사동, 
주공4,1985, , ,2025,1,24,"27,000",0, , ,83.52,8,588,41271,성포동, 
그랑시티자이2차,2020, , ,2025,1,25,"40,000",0, , ,84.978,38,1639,41271,사동, 
그랑시티자이2차,2020, , ,2025,1,10,"35,000",0, , ,84.978,8,1639,41271,사동, 
신안1,1993, , ,2025,1,14,"18,000",0, , ,68.79,10,871,41271,본오동, 
신안1,1993, , ,2025,1,18,"31,500",0, , ,146.25,13,871,41271,본오동, 
신안1,1993, , ,2025,1,25,"25,000",0, , ,81.72,4,871,41271,본오동, 
푸른마을주공4,2000, , ,2025,1,13,"21,000",0, , ,59.65,2,1537,41271,사동, 
파크푸르지오,2018, , ,2025,1,25,"35,000",0, , ,73.9391,27,747,41271,성포동, 
주공11,1994, , ,2025,1,17,"18,000",0, , ,58.14,7,591,41271,성포동, 
서해그랑블,2004, , ,2025,1,17,"26,250",0, , ,114.785,2,741,41273,초지동, 
푸르지오1차,2001, , ,2025,1,3,"34,000",0, , ,71.1837,12,781,41273,고잔동, 
주공그린빌7,2001, , ,2025,1,13,"33,000",0, , ,84.72,15,776,41273,고잔동, 
초지역메이저타운푸르지오파크단지,2019, , ,2025,1,23,"5,000",145, , ,84.8438,16,802,41273,초지동, 
포레나안산고잔,2023, , ,2025,1,31,"35,000",0, , ,59.9803,5,631,41273,고잔동, 
푸르지오3차,2003, , ,2025,1,18,"36,000",0, , ,71.55,24,728,41273,고잔동, 
주공그린빌7,2001, , ,2025,1,10,"5,000",110, , ,75.56,1,776,41273,고잔동, 
주공그린빌9,2001, , ,2025,1,27,"10,000",100, , ,84.7,8,765,41273,고잔동, 
주공그린빌8,2001, , ,2025,1,18,"32,500",0, , ,75.77,6,766,41273,고잔동, 
주공8,1987, , ,2025,1,8,"2,000",80, , ,67.28,6,671,41273,고잔동, 
은빛마을11단지,1996, , ,2025,1,18,"25,000",0, , ,60,19,961,41281,화정동, 
삼송리슈빌센트럴파크,2012, , ,2025,1,8,"35,175",0, , ,84.9904,14,670,41281,원흥동, 
SK뷰1차,2005, , ,2025,1,14,"29,400",0, , ,68.27,13,621,41281,행신동, 
소만마을(대명)7,1995, , ,2025,1,22,"19,000",0, , ,59.04,15,783,41281,행신동, 
삼송스타클래스,2014, , ,2025,1,20,"27,700",0, , ,84.98,15,331,41281,삼송동, 
고양원흥동일스위트,2018, , ,2025,1,11,"49,000",0, , ,84.9956,4,1107,41281,도내동, 
대곡역두산위브1단지,2023, , ,2025,1,7,"27,300",0, , ,59.99,15,913,41281,토당동, 
옥빛마을14단지,1995, , ,2025,1,4,"25,000",0, , ,60,15,1004,41281,화정동, 
DMC자이더리버,2022,25.02~26.02,갱신,2025,1,9,"10,000",250,"10,000",180,84.9948,14,686,41281,덕은동, 
DMC자이더리버,2022,25.02~27.02,갱신,2025,1,18,"21,000",105,"20,000",100,84.9961,4,686,41281,덕은동,사용
강촌마을(라이프),1992, , ,2025,1,27,"20,000",0, , ,49.14,1,789,41285,마두동, 
킨텍스원시티2블럭,2019, , ,2025,1,21,"46,358",0, , ,84.8127,7,1761,41285,장항동, 
숲속마을(7단지),2006, , ,2025,1,18,"34,000",0, , ,84.83,3,1261,41285,풍동, 
위시티블루밍3단지,2010, , ,2025,1,20,"65,000",0, , ,174.27,19,1510,41285,식사동, 
강촌마을(라이프),1992, , ,2025,1,2,"3,000",85, , ,49.14,13,789,41285,마두동, 
일산센트럴아이파크,2018, , ,2025,1,24,"42,000",0, , ,84.9854,27,1841,41285,중산동, 
위시티일산자이2단지,2010, , ,2025,1,18,"52,000",0, , ,134.7996,3,1498,41285,식사동, 
중산마을5(건영),1995, , ,2025,1,18,"2,000",70, , ,59.99,3,1575,41285,중산동, 
숲속마을(7단지),2006, , ,2025,1,18,"29,400",0, , ,84.97,7,1261,41285,풍동, 
백마마을(극동),1992, , ,2025,1,22,"46,000",0, , ,101.91,7,739,41285,마두동, 
일산푸르지오더센트럴,2024, , ,2025,1,25,"42,000",0, , ,84.3494,21,205,41287,덕이동, 
일산푸르지오더센트럴,2024, , ,2025,1,25,"42,000",0, , ,84.3494,21,205,41287,덕이동, 
주은1,1999, , ,2025,1,13,"18,000",0, , ,59.58,17,1997,41287,일산동, 
하이파크시티일산아이파크5단지,2011, , ,2025,1,10,"35,000",0, , ,84.9898,3,1540,41287,덕이동, 
탄현마을(건영4),1994, , ,2025,1,11,"16,800",0, , ,53.83,3,1481,41287,탄현동, 
문촌마을1단지우성,1994, , ,2025,1,21,"21,000",0, , ,69.09,6,1,41287,주엽동, 
한화 포레나 킨텍스,2019, , ,2025,1,18,"42,000",0, , ,84.4278,26,2603,41287,대화동, 
일신건영2차,2007, , ,2025,1,23,"28,300",0, , ,84.9279,4,1687,41287,일산동, 
후곡마을(현대3),1994, , ,2025,1,8,"56,500",0, , ,133.425,4,1069,41287,일산동, 
후곡마을(현대3),1994, , ,2025,1,8,"56,500",0, , ,133.425,4,1069,41287,일산동, 
과천위버필드,2021, , ,2025,1,22,"120,000",0, , ,84.98,26,10,41290,원문동, 
과천위버필드,2021, , ,2025,1,4,"35,000",144, , ,59.94,10,10,41290,원문동, 
래미안슈르,2008, , ,2025,1,11,"93,000",0, , ,84.964,12,4,41290,원문동, 
과천위버필드,2021, , ,2025,1,14,"63,000",0, , ,59.94,11,10,41290,원문동, 
과천푸르지오라비엔오,2021,25.02~27.02,갱신,2025,1,13,"73,500",0,"70,000", ,105.4074,24,827,41290,갈현동,사용
과천위버필드,2021,25.04~27.04,신규,2025,1,4,"30,000",240, , ,59.94,15,10,41290,원문동, 
과천위버필드,2021,25.04~27.04,신규,2025,1,24,"95,000",0, , ,59.94,31,10,41290,원문동, 
과천위버필드,2021,25.04~27.04,신규,2025,1,16,"90,000",0, , ,59.95,9,10,41290,원문동, 
과천자이,2022,25.04~27.04,신규,2025,1,21,"110,000",0, , ,84.93,16,93,41290,별양동, 
센트럴파크푸르지오써밋,2020,25.04~27.04,신규,2025,1,17,"115,000",0, , ,84.99,6,96,41290,부림동, 
한성3,1994, , ,2025,1,24,"8,000",100, , ,59.72,3,854-3,41310,수택동, 
e편한세상인창어반포레,2021, , ,2025,1,15,"51,000",0, , ,59.992,9,716,41310,인창동, 
삼호,1991, , ,2025,1,18,"26,000",0, , ,56.7,4,590,41310,인창동, 
하나(유원)아파트,1994, , ,2025,1,22,"45,000",0, , ,71.076,12,809-1,41310,교문동, 
현대홈타운,2002, , ,2025,1,21,"40,000",0, , ,82.08,25,508,41310,인창동, 
주공2,1997, , ,2025,1,20,"29,000",0, , ,49.95,13,664-1,41310,인창동, 
장자마을금호1-2,2001, , ,2025,1,20,"45,000",0, , ,54.949,2,820,41310,교문동, 
토평주공,2002, , ,2025,1,15,"35,000",0, , ,59.92,4,879,41310,수택동, 
구리갈매푸르지오,2017, , ,2025,1,10,"41,400",0, , ,84.9658,15,640,41310,갈매동, 
장자마을금호1-2,2001, , ,2025,1,11,"40,000",0, , ,54.916,12,820,41310,교문동, 
진접스타힐스,2022, , ,2025,1,18,"30,000",0, , ,74.9959,10,772,41360,진접읍 부평리, 
평내호평역대명루첸포레스티움,2020, , ,2025,1,27,"30,000",0, , ,72.3446,3,661,41360,평내동, 
퇴계원쌍용예가,2007, , ,2025,1,18,"28,000",0, , ,84.9,19,365,41360,퇴계원읍 퇴계원리, 
남양주라온프라이빗5단지,2019, , ,2025,1,9,"24,000",0, , ,84.6269,8,567,41360,화도읍 녹촌리, 
대림e편한세상2단지,2009, , ,2025,1,6,"2,000",140, , ,105.367,14,807-2,41360,오남읍 양지리, 
금강펜테리움,2010, , ,2025,1,20,"40,000",0, , ,84.9749,15,1108,41360,진접읍 금곡리, 
화도효성해링턴플레이스,2015, , ,2025,1,6,"6,000",70, , ,84.9777,5,1527,41360,화도읍 월산리, 
평내호평역대명루첸포레스티움,2020, , ,2025,1,18,"32,000",0, , ,59.8989,17,661,41360,평내동, 
힐스테이트다산,2018, , ,2025,1,27,"28,100",0, , ,84.6913,4,6092,41360,다산동, 
다산유승한내들센트럴,2018, , ,2025,1,21,"52,000",0, , ,74.0618,29,6090,41360,다산동, 
주공2단지,2000, , ,2025,1,10,"22,000",0, , ,84.34,1,920-2,41370,오산동, 
오산자이,2007, , ,2025,1,23,50,20, , ,84.0525,3,321,41370,청호동, 
대우푸르지오,2005, , ,2025,1,4,"18,000",0, , ,84.557,1,826-1,41370,원동, 
오산대역 엘크루 ,2013, , ,2025,1,4,"30,000",0, , ,84.63,4,625,41370,수청동, 
오산시티자이1차1단지,2017, , ,2025,1,6,"26,000",0, , ,59.9442,19,800,41370,부산동, 
오산역e-편한세상2단지,2007, , ,2025,1,6,"16,000",150, , ,84.9937,7,900,41370,원동, 
세교데시앙포레,2010, , ,2025,1,23,"31,000",0, , ,123.11,11,515,41370,금암동, 
주공3,2000, , ,2025,1,24,"20,000",0, , ,59.39,14,779-1,41370,부산동, 
운암주공5단지,1999, , ,2025,1,23,"17,000",0, , ,59.94,19,815-1,41370,원동, 
운암주공5단지,1999, , ,2025,1,13,"17,000",0, , ,49.95,12,815-1,41370,원동, 
아주,1994, , ,2025,1,22,"17,000",0, , ,60.625,6,1394,41390,정왕동, 
은계센트럴타운,2017, , ,2025,1,20,"28,900",0, , ,51.96,13,619,41390,은행동, 
시흥능곡엘드수목토,2008, , ,2025,1,10,"32,000",0, , ,84.685,8,789,41390,능곡동, 
시흥금강펜테리움오션베이,2023, , ,2025,1,22,"3,000",0, , ,59.9879,15,2737,41390,정왕동, 
은계브리즈힐,2019, , ,2025,1,15,"15,000",100, , ,74.91,14,620,41390,은행동, 
네이처하임,2016, , ,2025,1,7,"3,000",100, , ,74.48,1,720,41390,조남동, 
시흥배곧신도시이지더원1차더퍼스트,2017, , ,2025,1,20,"21,000",0, , ,59.5476,10,14,41390,배곧동, 
은계어반리더스,2019, , ,2025,1,18,"37,000",0, , ,74.95,6,659,41390,대야동, 
은계파크자이,2020, , ,2025,1,13,"37,000",0, , ,59.96,9,647,41390,은행동, 
목감중흥에스-클래스레이크힐스,2018, , ,2025,1,17,"3,000",110, , ,72.0814,11,496,41390,산현동, 
덕유,1996, , ,2025,1,4,"27,000",0, , ,58.14,6,1152-2,41410,산본동, 
충무주공(872),1993, , ,2025,1,31,"15,700",0, , ,44.06,15,872,41410,금정동, 
주공11,1991, , ,2025,1,23,"16,500",0, , ,36.16,15,1052,41410,산본동, 
한라주공4,1992, , ,2025,1,25,"4,000",85, , ,51.66,3,1156-1,41410,산본동, 
주공11,1991, , ,2025,1,27,"15,500",0, , ,36.16,11,1052,41410,산본동, 
대우푸르지오,2004, , ,2025,1,18,"25,000",0, , ,84.992,5,1025-1,41410,당정동, 
주공4(885),1997, , ,2025,1,18,"25,200",0, , ,59.99,14,885,41410,당동, 
우륵,1994, , ,2025,1,22,"29,000",0, , ,58.71,14,1146-11,41410,산본동, 
주공(1단지),1992, , ,2025,1,23,"3,000",75, , ,51.66,10,849,41410,금정동, 
세종,1994, , ,2025,1,25,"28,000",0, , ,58.71,10,1145,41410,산본동, 
인스빌2단지,1994, , ,2025,1,22,"10,000",110, , ,101.95,16,593,41430,왕곡동, 
의왕백운 해링턴 플레이스 2단지,2019, , ,2025,1,25,"51,000",0, , ,84.9404,8,1107,41430,학의동, 
청년이룸1단지,2020, , ,2025,1,23,"6,469",9, , ,25.81,14,678,41430,포일동, 
의왕백운 해링턴 플레이스 1단지,2019, , ,2025,1,15,"10,000",180, , ,84.9404,4,1150,41430,학의동, 
우성6차,1986, , ,2025,1,23,"1,000",45, , ,35.55,5,146-71,41430,삼동, 
의왕역푸르지오라포레,2019, , ,2025,1,18,"44,000",0, , ,84.9973,6,616,41430,삼동, 
인덕원센트럴푸르지오,2001, , ,2025,1,17,"42,000",0, , ,84.96,19,523,41430,포일동, 
의왕역푸르지오라포레,2019, , ,2025,1,18,"44,000",0, , ,84.9973,6,616,41430,삼동, 
오봉산마을1단지,2020, , ,2025,1,20,"4,964",6, , ,21.98,16,61-6,41430,고천동, 
의왕내손e편한세상,2012, , ,2025,1,4,"51,450",0, , ,84.761,2,846,41430,내손동, 
감일푸르지오마크베르,2023, , ,2025,1,15,"63,000",0, , ,84.8934,4,438,41450,감이동, 
힐스테이트포웰시티,2020, , ,2025,1,6,"52,500",0, , ,73.811,4,458,41450,감이동, 
감일스타힐스,2021, , ,2025,1,8,"56,000",0, , ,74.72,11,446,41450,감이동, 
덕풍쌍용,1998, , ,2025,1,20,"10,000",122, , ,114.98,2,537-1,41450,덕풍동, 
위례우미린,2022, , ,2025,1,11,"52,500",0, , ,102.2443,7,639,41450,학암동, 
위례신도시신안인스빌아스트로,2017, , ,2025,1,15,"20,000",210, , ,96.994,3,663,41450,학암동, 
